M & M Chocolate Candies, Peanut, Share Size	3.27 oz (92.7 g)	What's Inside: 240 calories (12% DV) per serving. 2 servings per pack. Partially produced with genetic engineering. Mars real chocolate. Chocolate is better in color. Visit mms.com. What's Inside Per Serving (2 Servings Per Pack): 240 calories (12% DV); 12 g total fat (18% DV); 5 g sat fat (25% DV); 23 g sugars (no DV defined); 20 mg sodium (1% DV). GDA's are based on a 2,000 calorie diet. To learn more visit www.marshealthyliving.com. M&M's Chocolate Candies are made of the finest ingredients. This product should reach you in excellent condition. Satisfaction guaranteed or we will replace it. We value your questions or comments. Call 1-800-627-7852 M-F, 8:30 am to 5 pm EST. Please save the unused product and the wrapper.Show Lessts. This product should reach you in excellent condition. Satisfaction guaranteed or we will replace it. We value your questions or comments. Call 1-800-627-7852 M-F, 8:30 am to 5 pm EST. Please save the unused product and the wrapper.	http://www.publix.com/images/products/25000/026539-600x600-A.jpg	Nutrition Facts Serving Size 1/2 pack (46g) Servings Per Container 2 Amount Per Serving Calories from Fat 110 Calories 240 % Daily Value* 18% Total Fat 12g 25% Saturated Fat 5g Trans Fat 0g 2% Cholesterol 5mg 1% Sodium 20mg 9% Total Carbohydrates 28g 8% Dietary Fiber 2g Sugars 23g Protein 4g 0% Vitamin A 0% Vitamin C 4% Calcium 2% Iron 2% Thiamin 2% Riboflavin 8% Niacin * Percent Daily Values are based on a 2,000 calorie diet. Your daily values may be higher or lower depending on your calorie needs. Calories 2000 2500 Total Fat Less than 65g 80g    Saturated Fat Less than 20g 25g Cholesterol Less than 300mg 300mg Sodium Less than 2400mg 2400mg Potassium   3500mg 3500mg Total Carbohydrate   300g 375g    Dietary Fiber   25g 30g Protein   50g 65g	Milk Chocolate (Sugar, Chocolate, Cocoa Butter, Skim Milk, Lactose, Milkfat, Peanuts, Soy Lecithin, Salt, Artificial Flavors), Sugar, Peanuts, Cornstarch, Less Than 1% - Corn Syrup, Dextrin, Coloring (Includes Blue 1 Lake, Yellow 6, Red 40, Yellow 5, Blue 1, Yellow 6 Lake, Red 40 Lake, Yellow 5 Lake, Blue 2 Lake, Blue 2) Gum Acacia.	Allergy Information: Contains Peanuts, Milk And Soy. May Contain Tree Nuts.
Reeses Peanut Butter Cups, Milk Chocolate, King Size	2.8 oz (79 g)		http://www.publix.com/images/products/25000/027973-600x600-A.jpg	Nutrition Facts Serving Size 1 Package(s) (85g) Servings Per Container 1 Amount Per Serving Calories from Fat 200 Calories 400 % Daily Value* 37% Total Fat 24g 45% Saturated Fat 9g Trans Fat 0g 0% Cholesterol Less than 5 mg 12% Sodium 280mg 15% Total Carbohydrates 44g 12% Dietary Fiber 3g Sugars 40g Protein 9g 0% Vitamin A 0% Vitamin C 6% Calcium 8% Iron * Percent Daily Values are based on a 2,000 calorie diet. Your daily values may be higher or lower depending on your calorie needs. Calories 2000 2500 Total Fat Less than 65g 80g    Saturated Fat Less than 20g 25g Cholesterol Less than 300mg 300mg Sodium Less than 2400mg 2400mg Potassium   3500mg 3500mg Total Carbohydrate   300g 375g    Dietary Fiber   25g 30g Protein   50g 65g	Milk Chocolate [Sugar, Cocoa Butter, Chocolate, Nonfat Milk, Milk Fat, Lactose, Lecithin (Soy), Pgpr, Emulsifier], Peanuts, Sugar, Dextrose, Salt, Tbhq And Citric Acid, To Maintain Freshness.	
Nutella & Go! Hazelnut Spread + Breadsticks	1.8 oz (52 g)		http://www.publix.com/images/products/955000/957189-600x600-A.jpg	Nutrition Facts Serving Size 1 unit (52g) Servings Per Container 1 Amount Per Serving Calories from Fat 120 Calories 270 % Daily Value* 22% Total Fat 14g 25% Saturated Fat 5g Trans Fat 0g 0% Cholesterol Less than 5 mg 5% Sodium 130mg 11% Total Carbohydrates 34g 8% Dietary Fiber 2g Sugars 23g Protein 4g 0% Vitamin A 0% Vitamin C 4% Calcium 6% Iron * Percent Daily Values are based on a 2,000 calorie diet. Your daily values may be higher or lower depending on your calorie needs. Calories 2000 2500 Total Fat Less than 65g 80g    Saturated Fat Less than 20g 25g Cholesterol Less than 300mg 300mg Sodium Less than 2400mg 2400mg Potassium   3500mg 3500mg Total Carbohydrate   300g 375g    Dietary Fiber   25g 30g Protein   50g 65g	Nutella: Sugar, Palm Oil, Hazelnuts, Cocoa, Skim Milk, Whey (Milk), Lecithin As Emulsifier (Soy), Vanillin: An Artificial Flavor. Breadsticks: Wheat Flour, Palm Oil, Salt, Malt Extract, Baker's Yeast.	May Contain Traces Of Soy.
Mentos The Chewy Mint, Mint	1.32 oz (37.5 g)		http://www.publix.com/images/products/40000/042783-600x600-A.jpg		Sugar, Wheat Syrup, Hydrogenated Coconut Oil, Corn Starch, Natural Flavors, Maltodextrin, Sucrose Fatty Acid Esters, Gellan Gum, Carnauba Wax, Sodium Carboxymethylcellulose, Gum Arabic Beeswax.	
Ferrero Rocher Chocolates, Fine Hazelnut	5.3 oz (150 g)		http://www.publix.com/images/products/25000/027196-600x600-A.jpg	Nutrition Facts Serving Size 3 pieces (38g) Servings Per Container 4 Amount Per Serving Calories from Fat 150 Calories 230 % Daily Value* 25% Total Fat 16g 25% Saturated Fat 5g Trans Fat 0g 0% Cholesterol Less than 5 mg 1% Sodium 25mg 6% Total Carbohydrates 18g 4% Dietary Fiber 1g Sugars 15g Protein 3g 0% Vitamin A 0% Vitamin C 4% Calcium 4% Iron * Percent Daily Values are based on a 2,000 calorie diet. Your daily values may be higher or lower depending on your calorie needs. Calories 2000 2500 Total Fat Less than 65g 80g    Saturated Fat Less than 20g 25g Cholesterol Less than 300mg 300mg Sodium Less than 2400mg 2400mg Potassium   3500mg 3500mg Total Carbohydrate   300g 375g    Dietary Fiber   25g 30g Protein   50g 65g	Milk Chocolate (Sugar, Cocoa Butter, Cocoa Mass, Skim Milk Powder, Butteroil, Lecithin As Emulsifier (Soy), Vanillin: An Artificial Flavor), Hazelnuts, Sugar, Palm Oil, Wheat Flour, Whey (Milk), Lowfat Cocoa Powder, Lecithin As Emulsifier (Soy), Sodium Bicarbonate As Leavening Agent, Salt, Vanillin: An Artificial Flavor.	
Mentos Pure Fresh Gum, Sugarfree, Fresh Mint	50 pieces		http://www.publix.com/images/products/170000/173418-600x600-A.jpg	Nutrition Facts Serving Size 1 Piece(s) (2g) Servings Per Container 50 Amount Per Serving Calories from Fat 0 Calories 5 % Daily Value* 0% Total Fat 0g 0% Saturated Fat 0g Trans Fat 0g 0% Cholesterol 0% Sodium 0mg 1% Total Carbohydrates 2g 0% Dietary Fiber Sugars 0g Sugar Alcohol 2g Protein 0g 0% Vitamin A 0% Vitamin C 0% Calcium 0% Iron * Percent Daily Values are based on a 2,000 calorie diet. Your daily values may be higher or lower depending on your calorie needs. Calories 2000 2500 Total Fat Less than 65g 80g    Saturated Fat Less than 20g 25g Cholesterol Less than 300mg 300mg Sodium Less than 2400mg 2400mg Potassium   3500mg 3500mg Total Carbohydrate   300g 375g    Dietary Fiber   25g 30g Protein   50g 65g	Xylitol, Chewing Gum Base, Sorbitol, Mannitol, Glycerol, Maltitol Syrup, Maltodextrin, Artificial Flavors, Contains Less Than 2 Percent Of: Rice Starch, Aspartame, Coconut Fat, Sodium Carboxymethylcellulose, Acesulfame K, Soya Lecithin, Sucrose Fatty Acid Esters, Green Tea Extract, Xanthan Gum, Sucralose, Carnauba Wax, Bht To Maintain Freshness, Gum Arabic, Blue 1 Lake.	Phenylketonurics: Contains Phenylalanine.
Mentos Pure Fresh Chewing Gum, Sugarfree, Spearmint	50 pieces		http://www.publix.com/images/products/180000/180580-600x600-A.jpg	Nutrition Facts Serving Size 1 piece (2g) Servings Per Container 50 Amount Per Serving Calories from Fat 0 Calories -5 % Daily Value* 0% Total Fat 0g 0% Saturated Fat 0g Trans Fat 0g 0% Cholesterol 0% Sodium 0mg 1% Total Carbohydrates 1.5g 0% Dietary Fiber Sugars 0g Sugar Alcohol 1.5g Protein 0g 0% Vitamin A 0% Vitamin C 0% Calcium 0% Iron * Percent Daily Values are based on a 2,000 calorie diet. Your daily values may be higher or lower depending on your calorie needs. Calories 2000 2500 Total Fat Less than 65g 80g    Saturated Fat Less than 20g 25g Cholesterol Less than 300mg 300mg Sodium Less than 2400mg 2400mg Potassium   3500mg 3500mg Total Carbohydrate   300g 375g    Dietary Fiber   25g 30g Protein   50g 65g	Xylitol, Chewing Gum Base, Sorbitol, Mannitol, Glycerol, Maltitol Syrup, Natural and Artificial Flavors, Contains Less than 2 Percent of Aspartame, Gum Arabic, Gelatin, Colors (Titanium Sucralose, Xanthan Gum, Carnauba Wax, BHT to Maintain Freshness, Blue 1, Phenylketonurics: Contains Phenylalanine.	Phenylketonurics: Contains phenylalanine.
Mentos The Chewy Mint, Fruit	1.32 oz (37.5 g)		http://www.publix.com/images/products/450000/452068-600x600-A.jpg		Sugar, Wheat Syrup, Fruit Juices from Concentrate (Strawberry, Orange, Lemon)(2%), Hydrogenated Coconut Oil, Citric Acid, Corn Starch, Natural and Artificial Flavors, Maltodextrin, Sucrose Fatty Acid Esters, Gellan Gum, Carnauba Wax, Sodium Carboxymethylcellulose, Gum Arabic, Colors (Beta-Carotene, Beetroot Red), Beeswax.	
Snickers Candy Bar	1.86 oz (52.7 g)		http://www.publix.com/images/products/25000/027979-600x600-A.jpg	Nutrition Facts Serving Size 1 Bar Servings Per Container 1 Amount Per Serving Calories from Fat 110 Calories 250 % Daily Value* 18% Total Fat 12g 23% Saturated Fat 4.5g Trans Fat 0g 0% Cholesterol Less than 5 mg 5% Sodium 120mg 11% Total Carbohydrates 33g 4% Dietary Fiber 1g Sugars 27g Protein 4g 0% Vitamin A 0% Vitamin C 4% Calcium 2% Iron * Percent Daily Values are based on a 2,000 calorie diet. Your daily values may be higher or lower depending on your calorie needs. Calories 2000 2500 Total Fat Less than 65g 80g    Saturated Fat Less than 20g 25g Cholesterol Less than 300mg 300mg Sodium Less than 2400mg 2400mg Potassium   3500mg 3500mg Total Carbohydrate   300g 375g    Dietary Fiber   25g 30g Protein   50g 65g	Milk Chocolate (Sugar, Cocoa Butter, Chocolate, Skim Milk, Lactose, Milkfat, Soy Lecithin, Artificial Flavor), Peanuts, Corn Syrup, Sugar, Palm Oil, Skim Milk, Lactose, Salt, Egg Whites, Artificial Flavor.	Allergy Information: Contains Peanuts, Milk, Egg And Soy. May Contain Tree Nuts.
Dove Promises Dark Chocolate, Silky Smooth	8.87 oz (251.5 g)	Rainforest Alliance Certified cocoa. What's Inside: 210 calories (11% DV) per serving. 6 servings per pack. www.cocoapro.com. Our special patented and proprietary Cocoapro process helps retain much of the naturally occurring cocoa flavanols. Natural source of Cocoa Flavanols. Experience the pleasure of Dove Promises Silky Smooth Dark Chocolate. Every bite of enjoyment contains only the finest quality cacao. Dove Chocolate provides an exceptional experience. An experience like no other. We buy cocoa from Rainforest Alliance Certified farms, traceable from the farms into our factory. www.mars.com/rainforest-alliance. Easy open. What's Inside - per Serving (About 6 Servings per Pack): 210 calories (11% DV); 13 g total fat (20% DV); 8 g sat fat (40% DV); 19 g sugars; 0 mg sodium (0% DV). GDA's are based on a 2,000 calorie diet. To learn more visit www.marshealthyliving.com. We value your questions or comments. Call 1-800-551-0704 or visit www.dovechocolate.com. Please save the unused product and wrapper. Mars real chocolate.Show Lesscoa from Rainforest Alliance Certified farms, traceable from the farms into our factory. www.mars.com/rainforest-alliance. Easy open. What's Inside - per Serving (About 6 Servings per Pack): 210 calories (11% DV); 13 g total fat (20% DV); 8 g sat fat (40% DV); 19 g sugars; 0 mg sodium (0% DV). GDA's are based on a 2,000 calorie diet. To learn more visit www.marshealthyliving.com. We value your questions or comments. Call 1-800-551-0704 or visit www.dovechocolate.com. Please save the unused product and wrapper. Mars real chocolate.	http://www.publix.com/images/products/25000/026024-600x600-A.jpg	Nutrition Facts Serving Size 5 Piece(s) (40g) Servings Per Container 6 Amount Per Serving Calories from Fat 120 Calories 210 % Daily Value* 20% Total Fat 13g 40% Saturated Fat 8g Trans Fat 0g 0% Cholesterol Less than 5 mg 0% Sodium 0mg 8% Total Carbohydrates 24g 12% Dietary Fiber 3g Sugars 19g Protein 2g 0% Vitamin A 0% Vitamin C 0% Calcium 6% Iron * Percent Daily Values are based on a 2,000 calorie diet. Your daily values may be higher or lower depending on your calorie needs. Calories 2000 2500 Total Fat Less than 65g 80g    Saturated Fat Less than 20g 25g Cholesterol Less than 300mg 300mg Sodium Less than 2400mg 2400mg Potassium   3500mg 3500mg Total Carbohydrate   300g 375g    Dietary Fiber   25g 30g Protein   50g 65g	Semisweet Chocolate (Sugar, Chocolate, Chocolate Processed With Alkali, Cocoa Butter, Milkfat, Soy Lecithin, Natural And Artificial Flavors).	Allergy Information: Contains Milk And Soy.
Kit Kat Crisp Wafers, in Milk Chocolate	1.5 oz (42 g)		http://www.publix.com/images/products/25000/027968-600x600-A.jpg	Nutrition Facts Serving Size 1 package Amount Per Serving Calories from Fat 100 Calories 210 % Daily Value* 17% Total Fat 11g 35% Saturated Fat 7g Trans Fat 0g 2% Cholesterol 5mg 1% Sodium 30mg 9% Total Carbohydrates 28g 4% Dietary Fiber < 1g Sugars 22g Protein 3g 0% Vitamin A 0% Vitamin C 6% Calcium 6% Iron * Percent Daily Values are based on a 2,000 calorie diet. Your daily values may be higher or lower depending on your calorie needs. Calories 2000 2500 Total Fat Less than 65g 80g    Saturated Fat Less than 20g 25g Cholesterol Less than 300mg 300mg Sodium Less than 2400mg 2400mg Potassium   3500mg 3500mg Total Carbohydrate   300g 375g    Dietary Fiber   25g 30g Protein   50g 65g	Sugar, Wheat Flour, Nonfat Milk, Cocoa Butter, Chocolate, Palm Kernel Oil, Milk Fat, Lactose (Milk), Contains 2% Or Less Of: Lecithin (Soy), Pgpr, Emulsifier, Vanillin, Artificial Flavor, Salt, Yeast, Baking Soda.	Allergy Information: Manufactured In A Facility That Also Processes Peanuts.
Extra Gum, Sugarfree, Spearmint	15 sticks		http://www.publix.com/images/products/40000/042793-600x600-A.jpg	Nutrition Facts Serving Size 1 stick (2.7g) Servings Per Container 15 Amount Per Serving Calories from Fat 0 Calories 5 % Daily Value* 0% Total Fat 0g 0% Saturated Fat 0g Trans Fat 0g 0% Cholesterol 0% Sodium 0mg 1% Total Carbohydrates 2g 0% Dietary Fiber Sugars 0g Sugar Alcohol 2g Protein 0g 0% Vitamin A 0% Vitamin C 0% Calcium 0% Iron * Percent Daily Values are based on a 2,000 calorie diet. Your daily values may be higher or lower depending on your calorie needs. Calories 2000 2500 Total Fat Less than 65g 80g    Saturated Fat Less than 20g 25g Cholesterol Less than 300mg 300mg Sodium Less than 2400mg 2400mg Potassium   3500mg 3500mg Total Carbohydrate   300g 375g    Dietary Fiber   25g 30g Protein   50g 65g	Made of: Sorbitol, Gum Base, Glycerol, Natural and Artificial Flavors, Less than 2% of: Hydrogenated Starch Hydrolysate, Aspartame, Mannitol, Acesulfame K, Soy Lecithin, BHT (to Maintain Freshness), Colors (Turmeric, Blue 1 Lake).	Phenylketonurics: Contains phenylalanine.
Reeses Peanut Butter Cups, Milk Chocolate	2 cups [1.5 oz (42 g)]		http://www.publix.com/images/products/25000/027967-600x600-A.jpg	Nutrition Facts Serving Size 1 Package(s) (43g) Servings Per Container 1 Amount Per Serving Calories from Fat 110 Calories 210 % Daily Value* 20% Total Fat 13g 23% Saturated Fat 4.5g Trans Fat 0g 0% Cholesterol Less than 5 mg 6% Sodium 150mg 8% Total Carbohydrates 24g 4% Dietary Fiber 1g Sugars 21g Protein 5g 0% Vitamin A 0% Vitamin C 2% Calcium 4% Iron * Percent Daily Values are based on a 2,000 calorie diet. Your daily values may be higher or lower depending on your calorie needs. Calories 2000 2500 Total Fat Less than 65g 80g    Saturated Fat Less than 20g 25g Cholesterol Less than 300mg 300mg Sodium Less than 2400mg 2400mg Potassium   3500mg 3500mg Total Carbohydrate   300g 375g    Dietary Fiber   25g 30g Protein   50g 65g	Milk Chocolate [Sugar, Cocoa Butter, Chocolate, Nonfat Milk, Milk Fat, Lactose, Lecithin (Soy), Pgpr, Emulsifier], Peanuts, Sugar, Dextrose, Salt, Tbhq And Citric Acid, To Maintain Freshness.	
Hersheys Milk Chocolate, Full Size	6 - 1.55 oz (43 g) bars [9.3 oz (263 g)]		http://www.publix.com/images/products/25000/027961-600x600-A.jpg	Nutrition Facts Serving Size 1 Bar (43g) Servings Per Container 6 Amount Per Serving Calories from Fat 110 Calories 210 % Daily Value* 20% Total Fat 13g 40% Saturated Fat 8g Trans Fat 0g 3% Cholesterol 10mg 1% Sodium 35mg 9% Total Carbohydrates 26g 4% Dietary Fiber 1g Sugars 24g Protein 3g 0% Vitamin A 0% Vitamin C 8% Calcium 2% Iron * Percent Daily Values are based on a 2,000 calorie diet. Your daily values may be higher or lower depending on your calorie needs. Calories 2000 2500 Total Fat Less than 65g 80g    Saturated Fat Less than 20g 25g Cholesterol Less than 300mg 300mg Sodium Less than 2400mg 2400mg Potassium   3500mg 3500mg Total Carbohydrate   300g 375g    Dietary Fiber   25g 30g Protein   50g 65g	Milk Chocolate (Sugar, Milk, Chocolate, Cocoa Butter, Lactose, Milk Fat, Soy Lecithin, Pgpr, Emulsifier, Vanillin, Artificial Flavor).	
Tic Tac Freshmints	1 oz (29 g)		http://www.publix.com/images/products/140000/141292-600x600-A.jpg		Sugar, Maltodextrin, Rice Starch, Gum Arabic, Natural And Artificial Flavors, Magnesium Stearate, Carnauba Wax.	
Twix Cookie Bars	3.02 oz (85.6 g)	Smooth chocolate. Crispy cookie. Luscious caramel. What's Inside: 110 calories (6% DV) per serving. 4 servings per pack. Four right. What's Inside - Per Serving (4 Servings Per Pack): 110 calories (6% DV); 5 g total fat (8% DV); 3 g sat. fat (15% DV); 11 g sugars (no DV defined); 45 mg sodium (2% DV). GDA's are based on a 2,000 calorie diet. To learn more visit www.marshealthyliving.com. Mars real chocolate. We value your questions or comments. Call 1-800-551-0907 or visit us at www.twix.com. Please save the unused product and wrapper. twix.com. 100% left Twix - free. Partially produced with genetic engineering.Show Lessease save the unused product and wrapper. twix.com. 100% left Twix - free. Partially produced with genetic engineering.	http://www.publix.com/images/products/25000/027314-600x600-A.jpg	Nutrition Facts Serving Size 1 cookie (22g) Servings Per Container 4 Amount Per Serving Calories from Fat 45 Calories 110 % Daily Value* 8% Total Fat 5g 15% Saturated Fat 3g Trans Fat 0g 2% Cholesterol 5mg 2% Sodium 45mg 5% Total Carbohydrates 15g 0% Dietary Fiber 0g Sugars 11g Protein 1g 0% Vitamin A 0% Vitamin C 2% Calcium 0% Iron * Percent Daily Values are based on a 2,000 calorie diet. Your daily values may be higher or lower depending on your calorie needs. Calories 2000 2500 Total Fat Less than 65g 80g    Saturated Fat Less than 20g 25g Cholesterol Less than 300mg 300mg Sodium Less than 2400mg 2400mg Potassium   3500mg 3500mg Total Carbohydrate   300g 375g    Dietary Fiber   25g 30g Protein   50g 65g	Milk Chocolate (Sugar, Cocoa Butter, Chocolate, Skim Milk, Lactose, Milkfat, Soy Lecithin, Pgpr, Artificial Flavors), Sugar, Enriched Wheat Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Palm Oil, Corn Syrup, Skim Milk, Dextrose, Less Than 2% - Food Starch-Modified, Salt, Cocoa Powder, Baking Soda, Soy Lecithin, Artificial Flavor.	Allergy Information: Contains Milk, Soy, And Wheat. May Contain Peanuts.
M & M Chocolate Candies, Peanut, Sharing Size	10.7 oz (303.3 g)	What's Inside: 220 calories (11% DV) per serving. 7 servings per pack. Formerly medium. Resealable zipper! New look! So many ways to mix M in. M&M's Chocolate Candies are made of the finest ingredients. This product should reach you in excellent condition. Satisfaction guaranteed or we will replace it. We value your questions or comments. Call 1-800-627-7852 M-F, 8:30 AM to 5 PM EST. Please save the unused product and the wrapper. What Inside - Per Serving (About 7 Servings Per Pack): 220 calories (11% DV); 11 g total fat (17% DV); 4.5 g sat fat (23% DV); 22 g sugar (No DV defined); 20 mg sodium (1% DV). GDA's are based on a 2,000 calorie diet. To learn more visit www.marshealthyliving.com. Mars real chocolate. Partially produced with genetic engineering. Visit mms.com.Show Lesslories (11% DV); 11 g total fat (17% DV); 4.5 g sat fat (23% DV); 22 g sugar (No DV defined); 20 mg sodium (1% DV). GDA's are based on a 2,000 calorie diet. To learn more visit www.marshealthyliving.com. Mars real chocolate. Partially produced with genetic engineering. Visit mms.com.	http://www.publix.com/images/products/25000/026533-600x600-A.jpg	Nutrition Facts Serving Size 1 1/2 oz (42g) Servings Per Container about 7 Amount Per Serving Calories from Fat 100 Calories 220 % Daily Value* 17% Total Fat 11g 23% Saturated Fat 4.5g Trans Fat 0g 2% Cholesterol 5mg 1% Sodium 20mg 9% Total Carbohydrates 26g 4% Dietary Fiber 1g Sugars 22g Protein 4g 0% Vitamin A 0% Vitamin C 4% Calcium 2% Iron 2% Thiamin 2% Riboflavin 6% Niacin * Percent Daily Values are based on a 2,000 calorie diet. Your daily values may be higher or lower depending on your calorie needs. Calories 2000 2500 Total Fat Less than 65g 80g    Saturated Fat Less than 20g 25g Cholesterol Less than 300mg 300mg Sodium Less than 2400mg 2400mg Potassium   3500mg 3500mg Total Carbohydrate   300g 375g    Dietary Fiber   25g 30g Protein   50g 65g	Milk Chocolate (Sugar, Chocolate, Cocoa Butter, Skim Milk, Lactose, Milkfat, Peanuts, Soy Lecithin, Salt, Artificial Flavors), Sugar, Peanuts, Cornstarch, Less Than 1% - Corn Syrup, Dextrin, Coloring (Includes Blue 1 Lake, Yellow 6, Red 40, Yellow 5, Blue 1, Yellow 6 Lake, Red 40 Lake, Yellow 5 Lake, Blue 2 Lake, Blue 2), Gum Acacia.	Allergy Information: Contains Peanuts, Milk And Soy. May Contain Tree Nuts.
Mentos Pure White Chewing Gum, Sugarfree, Sweet Mint	50 pieces		http://www.publix.com/images/products/170000/173443-600x600-A.jpg	Nutrition Facts Serving Size 1 piece (2g) Servings Per Container 50 Amount Per Serving Calories from Fat 0 Calories -5 % Daily Value* 0% Total Fat 0g 0% Saturated Fat 0g Trans Fat 0g 0% Cholesterol 0% Sodium 5mg 1% Total Carbohydrates 1.5g 0% Dietary Fiber Sugars 0g Sugar Alcohol 1.5g Protein 0g 0% Vitamin A 0% Vitamin C 0% Calcium 0% Iron * Percent Daily Values are based on a 2,000 calorie diet. Your daily values may be higher or lower depending on your calorie needs. Calories 2000 2500 Total Fat Less than 65g 80g    Saturated Fat Less than 20g 25g Cholesterol Less than 300mg 300mg Sodium Less than 2400mg 2400mg Potassium   3500mg 3500mg Total Carbohydrate   300g 375g    Dietary Fiber   25g 30g Protein   50g 65g	Xylitol, Chewing Gum Base, Sorbitol, Mannitol, Glycerol, Maltitol Syrup, Contains Less than 2 Percent of: Natural and Artificial Flavors, Gum Arabic, Sodium Tripolyphosphate, Color (Titanium Dioxide), Aspartame, Soya Lecithin, Acesulfame K, Xanthan Gum, Carnauba Wax, Sucralose, Blue 1, BHA to Maintain Freshness.	Phenylketonurics: contains phenylalanine.
